alpha_d,alpha_g,batch_size,num_batches,id_acf_score,squared_acf_score,le_score,wass_avg,avg_divergence
0.5,0.5,1000,1000,0.4895931208922771,1.2281056291574923,0.6509574314359645,0.0009498696015836,0.9029959438797636
0.5,1.0,1000,1000,0.4760203676770297,0.9623429240417024,0.3772630696680607,0.0005655248630634,0.6207028437611507
0.5,3.0,1000,1000,0.4799435438232075,0.8799560524815488,0.3285124799634313,0.0005796772038951,0.5268116734987415
0.5,5.0,1000,1000,0.4418028860070515,0.9250069512138358,0.3627662424532383,0.0005821659865631,0.5936645094519613
0.5,10.0,1000,1000,0.4323448732385762,0.8902526216005073,0.3564687257572793,0.0005744131785593,0.5902507917361008
0.5,100.0,1000,1000,0.4802467313369889,0.7973353679278763,0.3441516171751635,0.0007406038164168,0.6122417688162036
1.0,0.5,1000,1000,0.5166344230828976,1.1616020515249237,0.4242290708132112,0.0006407896748164,0.7047520233183461
1.0,1.0,1000,1000,0.5474998255064746,0.9952852863379272,0.4169586927602874,0.0009656678971929,0.6981179382218927
1.0,3.0,1000,1000,0.4652760772671647,1.2449625222175598,0.4854934026194593,0.0007103281922891,0.7291717559114606
1.0,5.0,1000,1000,0.5183217350208904,1.0446431370083755,0.4417703478546946,0.0011886522447675,0.7572032128269739
1.0,10.0,1000,1000,0.483044312358153,1.20292977830209,0.4959308296394269,0.0007174505296539,0.6884425273084435
1.0,100.0,1000,1000,0.5050026700929714,1.02077239781336,0.3912642106370818,0.0007156923944558,0.6168533109366143
3.0,3.0,1000,1000,0.5152033020414664,0.9428901755003424,0.3441428305969005,0.0008484083725632,0.5738452094668678
5.0,3.0,1000,1000,0.4984370337043739,1.1006860028017815,0.3959283059534083,0.0005843749202555,0.637424056843201
5.0,5.0,1000,1000,0.4678414076738217,0.8030598406676115,0.353869493323506,0.001415698255326,0.5284061381717351
10.0,5.0,1000,1000,0.5179196179370104,1.1642125988114846,0.4945416182141042,0.0007056421274395,0.7303084926732698
10.0,10.0,1000,1000,0.4943634339661822,0.8720453847329062,0.3179128600773719,0.0010846586576893,0.5300084451119693
100.0,100.0,1000,1000,0.5099566703207046,1.1868653462149592,0.4673323512080302,0.0006507516263007018,0.6267022660270366
