alpha_d,alpha_g,batch_size,num_batches,id_acf_score,squared_acf_score,le_score,wass_avg,avg_divergence
0.5,0.5,1000,1000,0.5035413207974023,1.1067611474544568,0.3889027873981635,0.0006675464221151,0.6735932961053499
0.5,1.0,1000,1000,0.5140011678994821,1.2239077825519056,0.5323459289549909,0.0006915187763746,0.7616200959941253
0.5,3.0,1000,1000,0.5345327620798551,1.2244251625164566,0.6092523260147807,0.0008261146960029,0.8578597633393896
0.5,5.0,1000,1000,0.4796541893995147,1.2436466356856783,0.6627395365334771,0.0009563952326897,0.920549134604304
0.5,10.0,1000,1000,0.5137534084745607,1.1767400984538514,0.4435399036191489,0.0006447234997968,0.6737358981003937
0.5,100.0,1000,1000,0.5080877542432751,1.1459906827707862,0.4120147050749012,0.0006716998182116,0.7081780642947841
1.0,0.5,1000,1000,0.4989900715427804,1.2263545498465531,0.4982267957655365,0.0007603522192374,0.7568489981138398
1.0,1.0,1000,1000,0.5008674153765281,1.038250893262785,0.3918393703765702,0.0007723771439911,0.6230127496808571
1.0,3.0,1000,1000,0.5337784817150025,1.1825053822873497,0.4509309300171342,0.0006819299514078,0.7025613973090383
1.0,5.0,1000,1000,0.5155770519123215,1.221999774550777,0.4509108705968491,0.0008067056474164,0.7873925202049206
1.0,10.0,1000,1000,0.4862611648368804,1.2446928983816965,0.4747916969250018,0.001040328412972,0.8201694430318227
1.0,100.0,1000,1000,0.4898706392513668,1.209277036551229,0.5077648968787097,0.0006078341618948,0.7066842062961037
3.0,1.0,1000,1000,0.4843762190774027,1.2379016382302688,0.5120093246322784,0.0007259275374773,0.7664315888083978
3.0,3.0,1000,1000,0.5036736392897949,1.1395833639693973,0.4381532765641232,0.0006603054627913,0.654082600241795
5.0,3.0,1000,1000,0.5031646065959998,1.1891996247512722,0.5308318283414184,0.0007423906461987,0.8253221598290058
5.0,5.0,1000,1000,0.5648773308374336,1.218156907832655,0.4704151149126451,0.000696537383016,0.707171706299901
10.0,5.0,1000,1000,0.5197037799450059,1.160206611793294,0.443930529482174,0.0006322960843514,0.7179145877958109
10.0,10.0,1000,1000,0.5385688320729969,1.1620552034921954,0.4484121030939709,0.0006405512237749,0.7177471274231594
100.0,100.0,1000,1000,0.5316402640461725,1.1249343222038959,0.3926996407322984,0.0006244725507586598,0.6537807856822488
